FACTURA	ENTRADA	POSICION	NOTA	DEV	POSICION DEV	NOTA
5aa7738f-26b7-470c-8bc8-a8ca054b4b07	5000413844	*	87f83369-72c8-49c6-b459-4cf41281590f	*		
93ce0aee-393d-4032-982f-7ee82e333792	5000413640	*	b6c0f190-cf68-4fcd-aa3e-8be0dcbe3e0e	*		
023643af-7445-4fce-af9e-61a8a2e1ce88	5000413713	*	29b294ea-a98f-4af6-b747-3e766ffb8465	*		
f5e346b3-1fcc-4d48-bc6c-80a1705ac062	5000413556	*	163995c4-6f32-46ee-a799-b00a2483093b	*		
714bb997-200c-46dc-90fe-458243cb78f4	5000414478	*	5053a9d8-65ab-46b8-ab86-75dcf724a1b9	*		
1a216f6d-15ac-452b-8e53-95bf6697916c	5000415209	*	505227b8-ffd4-4277-8e46-0554f1015dc3	*		
bc0fbd83-8b2f-46f9-9c2a-52fa4757dbbc	5000415653	*	6e30d8bf-b5b2-4ba6-b7a7-9e02fcf985f6	*		
134394d3-f818-42c6-91d9-9499228dd0a8	5000417584	*	d9c55ac8-b2ea-4c9f-954c-d453eedb92e4	*		
e0c2b7ab-4a52-49c0-8156-a1cc6d2a9da3	5000417589	*	fc4ed8b0-b822-40b1-8fd1-722860addbbf	*		
38438c60-1f44-499e-8956-1cd5b87e2ca9	5000416787	*	4f73697f-b6a3-4ef8-9a0e-f08f752ae9f0	*		
fca077e4-94d2-4bc4-a275-c3a22d2a5aa6	5000416862	*	e2d52f38-0caa-497c-851d-b11ece9ae66d	*		
bfd384b3-1a51-4299-bd5f-6105533ddcfc	5000417257	*	2c75d6cc-383a-455f-8a4d-944ef130c156	*		
57ae1d7b-425b-40ba-aa6b-9fe8e45695df	5000417275	*	0db66ede-9a22-4ad4-9638-b4988a30217a	*		
05f2c428-db85-4b2c-a0c7-2fd569856d3a	5000416688	*	d26fb6a3-bd87-44d4-a8fe-1ca0aa2ddf79	*		
ad410908-f123-4e7f-a524-1dd75900b8be	5000417385	*	5ce9b154-66bf-4670-881e-e1e0d456864f	*		
e4a3a7f1-b44f-44bc-8afd-dad5e7eeaae4	5000417383	*	60e1d7ad-0a9a-49ca-93dc-e76bc5231fb1	*		
eefb7a36-07ab-4789-8c3d-4914be0b1de2	5000417288	*	95bf0d7e-3359-4260-a0f7-55a80a777086	*		
95f8ae37-c72f-4dc8-9b85-6ce4e98435a3	5000417315	*	dd056931-cecf-42a2-828f-02b14985676c	*		
0f2f0e8e-0797-4fc6-b0d0-0fc37887144a	5000415668	*	d5a37519-d6a8-4ca1-8b9e-04674a2777d4	*		
792fa816-3e13-49ee-bcdc-cc89c6a62157	5000415531	*	f99747fd-945a-4c97-86b5-1f1cbdedfc52	*		
13cf372b-a71e-408b-918a-cbfed8b16b9a	5000415250	*	83ac5ef9-1615-43d5-b86f-c1554e78b290	*		
ce33baa0-abd4-47fb-a9da-ea3260034e81	5000415821	*	8e5e7c07-d3ce-49d9-9124-dfd263cc18e4	*		
d02f2a05-d2e7-46da-930b-2b97e1f0c87c	5000415350	*	2d63843c-377b-4ae1-a863-992dfad5c7dd	*		
9fba90dd-fa0d-47d8-bff9-70337b51a7db	5000415710	*	0faad22d-689c-4d37-a63f-bf40b8ec421b	*		
f8749a23-e05b-4f53-87a6-6a683a3bea22	5000415956	*	a83b21c0-b795-4450-86b3-dde71f3ccbfe	*		
9b3b0f73-79a5-4428-a6d9-326850c05f72	5000415448	*	e37b56c7-61d7-4801-b6c5-350f82dad7bc	*		
9081637a-cc47-422c-b5d1-d39d7723c8e6	5000415274	*	811349c6-d5fc-41a1-8503-f4622450fdc6	*		
c1e4ac7d-c4f0-4be5-9160-284cbe6f1ecb	5000414051	*	392c5fff-dfde-4601-bd23-05521d897e3e	*		
5009646f-f2e2-437c-9344-56ff2b43471b	5000410310	*	274ed4a2-4fa1-403e-8863-e396d283d0ec	*		
bcc52dbe-f6ba-472c-ade6-b4b3490759fb	5000415498	*	26eec888-9c5a-4c2b-92d0-8ffb4893dbb0	*		
ef5d6026-afa6-4741-9a87-929ba029d09b	5000415618	*	96a1c392-2e39-45d7-b41d-f8e8f79bb861	*		
a952cff7-feef-40fc-bd9c-3216cce92921	5000415832	*	b7a5c965-6542-45fe-aea3-156373919f06	*		
6a2bf147-11ad-43e1-b46c-ab152d5247d7	5000415785	*	f73577f4-785d-489f-8eef-6a0abee0bcb0	*		
39e9d40e-1180-4b32-ba87-18010d438586	5000416049	*	cde014a9-17c5-461e-9273-067b5ab361bb	*		
8850b0a0-0a14-4532-9a6c-d2b374e53479	5000416058	*	3387435c-0821-4cae-8cae-f49f7b2e23c8	*		
98b732ec-b40f-41b2-822e-8e21c50edc9f	5000415046	*	185bec03-d3bf-46bb-8aa8-d2b6121f6d84	*		
6b8bd5af-9b84-44bb-bd8b-fc71d4a6312e	5000415048	*	b1eea25b-be6d-48ec-b98b-d1872398411b	*		
3a081ae1-cbaa-48b5-b055-ab469d3840e3	5000416015	*	8b6e9308-3ecf-49ff-a507-f71ca7c06f45	*		
b3ec1e9d-bbd0-4c3b-b680-7a3fc42fa299	5000415199	*	a8775682-9d11-46d9-8fdd-181adb46c3d9	*		
294a5034-ea77-474b-86c4-33703e904fdc	5000418843	*	1834603c-3fde-4302-91d4-445b5c8fe102	*		
dd7c26b7-1be5-4278-b030-02c4b1d18dac	5000419047	*	52f2a1c9-9c9f-4378-8ff5-093e7209376e	*		
15184a9d-5e59-4d69-9371-433b05a320ae	5000418912	*	ba1b24a8-a9b6-4d76-b59f-cd70abae09c8	*		
b56886c0-fb43-4463-812d-861ef0893901	5000420285	*	d2aa5bc8-c68e-4051-bcc3-fc4cc6221c76	*		
5e975e82-57b3-458e-958c-3ecc44957492	5000419255	*	a08cfeba-a744-445c-8ae9-06ba2dccd8b3	*		
c6377d76-7555-4022-ae81-ad8f6554d499	5000419259	*	e0cc1863-ed93-447b-b9f1-2a132ebbf4c6	*		
6b77a704-e3ba-418a-9d66-a1739c541694	5000416857	*	5a64cc11-b56e-4e42-b1e6-85cdee3ee1f6	*		
267e9118-c038-43d6-abb3-558985a22997	5000416753	*	6c547a0b-6cb5-4a68-880b-a85bb2fb59be	*		
130c4826-8c98-4f9b-a1c8-8dae226ec6b7	5000416770	*	f3306493-0d63-48bc-952f-28cec529cec5	*		
41b8cf1d-9f40-4c03-bfaa-0eb830a4e6fe	5000417650	*	adf21749-41b6-496e-bca0-24a84ca5f60d	*		
9b058088-bbc7-4a33-aa20-919dd4ea07c9	5000417730	*	d662323c-54d2-4de1-aacc-7f5cc0a98a83	*		
4c70eca9-8c15-40ff-8449-af0f01935b5a	5000417347	*	8ee5ed55-7bf9-4a46-9d9e-d54460574402	*		
c8d072a6-b190-4c41-8244-3203a7533896	5000417106	*	3d9661c6-0e97-4793-8d9a-ef918a8766eb	*		
0fec36f8-e10a-4d5a-8512-174b74196459	5000417000	*	0cddfc76-9261-46e8-9bb1-c1b17aaa95c5	*		
c60a923a-c816-4af8-a1e4-afd75952f89a	5000416788	*	3483df0a-0fe9-465d-a54f-09bbb6039028	*		
e2236750-a417-4f16-8dad-d1fcbd31476b	5000417679	*	7dc6f77e-1d5d-4dff-938a-0daf819da157	*		
cfc0f3bd-a6ee-471a-aab5-bd6f1a0b3f34	5000417572	*	909ec445-7451-4701-a078-0f99d7a20482	*		
c08efcfe-ba3f-490b-ba24-de3b7b4dcc8a	5000417787	*	38eee5e2-b469-4175-a414-1b314f414cd4	*		
997a9418-945f-481c-aa46-fd0b9a3e1520	5000417180	*	a12fb59b-84ed-4574-b375-f4b182503ba9	*		
7adf1906-2802-4b02-9f63-fd135abdb470	5000417637	*	d5f13037-aac8-44b4-b174-a24ddbfd0624	*		
a88f21c3-f964-4e77-be77-3b39ea825a61	5000417345	*	cda8f1ce-ed88-4378-99e1-c99143ad8a93	*		
5f57e7f3-f7de-47d6-978f-f08424764bda	5000419050	*	f61f2238-59cc-492d-92e0-79a0d95e1979	*		
3ca68677-217b-499f-983d-33d266f2ad62	5000420402	*	3371e204-db3b-4eb8-bd04-0d6897ae8864	*		
03a35b45-b26a-407c-ab4f-8fc9a49b6d31	5000421071	*	59d6a6fe-d92b-4439-b330-ad3206b24050	*		
54c794a0-4e89-4ded-b1de-ff0d303db36b	5000421064	*	2d075b23-4fd3-46e0-890e-0a13f47ce3b6	*		
1d484660-5772-455f-98fd-97432c3363e0	5000419958	*	b00d1ad9-ebdf-4d69-89e0-0bc41b7ce51b	*		
c518a639-d225-4426-bed9-654f45b459bc	5000421387	*	c7df05cd-4011-42da-9559-591933df041b	*		
dec136eb-dc97-4f5d-8648-bc6f69eb115e	5000422768	*	10a30193-c928-4ec6-9df6-e19c661a8d12	*		
5ccbc059-1518-43af-a6f9-f03978492eea	5000420802	*	57f3681b-2267-4cbc-968f-daafb665d11a	*		
633c530a-0572-470c-a70a-8a2cdb80af12	5000420811	*	0371b707-af2f-4f05-9318-4d92968a0cfe	*		
48e74419-343c-4433-baa2-c51e5b510ef5	5000419944	*	5e14afaf-de77-479e-9c2c-81eebea093ad	*		
9e8f8210-7112-4900-a335-fef121d809fb	5000421061	*	c59041ed-af1c-4674-b3d1-aaec34a0ad12	*		
af07f182-cf6e-4e1b-8797-c309a8d575ae	5000420688	*	49bbdae9-5c05-4998-a2b3-17cdb9f98760	*		
a1fd8f8b-68f7-41e6-88e9-e91fd6e79d86	5000420600	*	22b05df9-e887-43ca-84d1-6252504c6999	*		
ad2ea80e-4d46-4876-ab15-029dba5c68b3	5000420940	*	3a0a5137-edab-48e4-b98f-1f7bfc9e4592	*		
44b765c2-aefe-47be-8d70-bc7d609ccc71	5000423807	*	4be0cde5-139a-4c7c-845b-c7385a0a4611	*		
5785934a-8fe2-4149-96ca-5199ff4615a9	5000418774	*	624f0c9e-12f7-48c5-b4eb-22d8865764cf	*		
70e4ce2e-241b-4abd-8706-e8e68a6e896d	5000426445	*	17687eea-1c01-41b9-b131-0ed037052c66	*		
74240386-aa6b-48bf-af96-63f5373eba0e	5000419112	*	e797e865-a6f6-432a-aa07-ad61d8a384c4	*		
90bf8528-f297-4117-b4a0-1ed8639ebab6	5000420653	*	4681c099-391e-4d66-a08a-002fb2d265c9	*		
b962b6ad-f83b-446a-a4a0-5c9c1894749f	5000421014	*	9484de94-560e-4239-8402-f63c5804dcb7	*		
f7db99d5-14f9-4857-b3db-f8ccca48c85c	5000420945	*	b5212210-c26e-4694-b4bc-ef53a5aaa365	*		
e10d4f17-30ed-4d22-8e07-224b4c29d12c	5000422789	*	6ffd1c9c-628c-4e46-b012-c858bdb7ea1e	*		
